Plasmid_1	organism_ID1	plasmid_clust1	Plasmid_2	plasmid_clust2	organism_ID2	ANI	aligned_fragments	fragments	Alignment_fraction	Alignment_fraction_perc	Same_cluster_1	Self_comparison	Multi_plasmid_isolate
AP025525.1	154	1	CP079873.1	U	166	73.5826	12	760	0.015789474	1.5789474	Not_Same_Cluster	Different_Contig	Yes
AP025525.1	154	1	CP092366.2	U	262	73.5667	8	760	0.010526316	1.0526316	Not_Same_Cluster	Different_Contig	Yes
AP025525.1	154	1	CP065049.1	U	103	73.5511	14	760	0.018421053	1.8421053	Not_Same_Cluster	Different_Contig	Yes
AP025525.1	154	1	CP079876.1	U	166	73.5256	6	760	0.007894737	0.7894737	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP025526.1	U	154	100	78	78	1	100	Unclustered	Same_Contig	Yes
AP025526.1	154	U	CP036221.2	2	20	94.1593	11	78	0.141025641	14.1025641	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP040253.1	17	23	92.6783	27	78	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP040245.1	17	22	92.6422	28	78	0.358974359	35.8974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP040249.1	17	21	92.6302	26	78	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP024246.1	9	66	88.7662	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP085946.1	9	58	88.7662	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP024261.1	9	67	88.7662	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP024242.1	9	64	87.5371	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP024263.1	9	68	87.5371	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP025549.1	U	130	86.2952	15	78	0.192307692	19.2307692	Unclustered	Different_Contig	Yes
AP025526.1	154	U	CP016642.1	U	157	83.1672	9	78	0.115384615	11.5384615	Unclustered	Different_Contig	Yes
AP025526.1	154	U	CP025547.1	U	130	83.0985	21	78	0.269230769	26.9230769	Unclustered	Different_Contig	Yes
AP025526.1	154	U	CP122999.1	U	274	82.0792	8	78	0.102564103	10.2564103	Unclustered	Different_Contig	Yes
AP025526.1	154	U	CP034180.1	19	182	79.4569	6	78	0.076923077	7.6923077	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP076861.1	6	17	79.2521	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP012888.2	6	83	78.3613	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP020329.1	6	24	78.3613	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP015277.1	6	86	78.3613	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP045968.1	6	90	78.3613	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP022225.1	6	88	78.3613	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP003054.1	U	284	77.7734	17	78	0.217948718	21.7948718	Unclustered	Different_Contig	Yes
AP025526.1	154	U	CP084597.1	6	91	77.7584	6	78	0.076923077	7.6923077	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP059001.1	18	16	77.6657	11	78	0.141025641	14.1025641	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP040246.1	18	22	77.6588	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP023150.1	18	59	77.6588	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP024252.1	18	131	77.6588	10	78	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP015271.1	6	85	77.4987	7	78	0.08974359	8.974359	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP004375.1	31	240	76.3401	16	78	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	CP040248.1	18	21	75.6022	11	78	0.141025641	14.1025641	Not_Same_Cluster	Different_Contig	Yes
AP025526.1	154	U	AP022607.1	U	44	73.5214	21	78	0.269230769	26.9230769	Unclustered	Different_Contig	Yes
AP025527.1	154	U	AP025527.1	U	154	100	45	45	1	100	Unclustered	Same_Contig	Yes
AP025527.1	154	U	CP025549.1	U	130	85.2237	12	45	0.266666667	26.6666667	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP012887.2	U	83	80.0391	11	45	0.244444444	24.4444444	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP103313.1	U	326	79.4959	10	45	0.222222222	22.2222222	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP076861.1	6	17	78.4143	6	45	0.133333333	13.3333333	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP004375.1	31	240	77.9676	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP079879.1	U	166	77.869	1	45	0.022222222	2.2222222	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP059001.1	18	16	77.6958	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	AP024252.1	18	131	77.6802	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP023150.1	18	59	77.6511	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP040246.1	18	22	77.2796	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CU458745.1	19	214	77.2186	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP000895.1	19	123	77.2186	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP085920.1	19	236	77.2186	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP015276.1	23	86	77.1303	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	LT703508.1	23	93	77.1303	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP084596.1	23	91	77.1303	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP084590.1	23	92	77.1303	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP040254.1	18	23	77.0048	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP092425.2	23	105	76.7847	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP045967.1	23	90	76.6538	9	45	0.2	20	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	CP063322.1	U	216	76.2131	10	45	0.222222222	22.2222222	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP025547.1	U	130	75.7879	9	45	0.2	20	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP003054.1	U	284	75.165	11	45	0.244444444	24.4444444	Unclustered	Different_Contig	Yes
AP025527.1	154	U	CP076857.1	25	18	74.0234	10	45	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
AP025527.1	154	U	AP022607.1	U	44	73.8032	14	45	0.311111111	31.1111111	Unclustered	Different_Contig	Yes
AP025528.1	154	29	AP025528.1	29	154	100	42	42	1	100	29	Same_Contig	Yes
AP025528.1	154	29	CP025550.1	29	130	99.8613	33	42	0.785714286	78.5714286	29	Different_Contig	Yes
AP025528.1	154	29	CP040249.1	17	21	97.1382	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	CP040253.1	17	23	95.6669	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	CP040245.1	17	22	95.6669	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	CP089219.1	24	100	89.7235	20	42	0.476190476	47.6190476	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	CP089217.1	24	99	89.6028	21	42	0.5	50	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	AP025525.1	1	154	75.2896	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	CP003054.1	U	284	74.5203	15	42	0.357142857	35.7142857	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	CP076857.1	25	18	74.0977	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
AP025528.1	154	29	AP022607.1	U	44	73.8512	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
AP026368.1	143	28	AP026368.1	28	143	100	223	234	0.952991453	95.2991453	28	Same_Contig	No
AP026368.1	143	28	CP083742.1	28	175	99.5547	173	234	0.739316239	73.9316239	28	Different_Contig	No
AP026368.1	143	28	EU271968.1	28	112	99.3684	174	234	0.743589744	74.3589744	28	Different_Contig	No
AP026368.1	143	28	AP017625.1	28	179	99.076	119	234	0.508547009	50.8547009	28	Different_Contig	No
AP026368.1	143	28	CP085201.1	28	174	98.8358	101	234	0.431623932	43.1623932	28	Different_Contig	No
AP026368.1	143	28	CP103312.1	28	176	98.7551	101	234	0.431623932	43.1623932	28	Different_Contig	No
AP026368.1	143	28	BX649209.1	28	178	98.5109	118	234	0.504273504	50.4273504	28	Different_Contig	No
AP026368.1	143	28	AP024242.1	9	64	79.0362	11	234	0.047008547	4.7008547	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	AP024263.1	9	68	79.0362	11	234	0.047008547	4.7008547	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	AP024267.1	9	61	78.605	12	234	0.051282051	5.1282051	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	AP024249.1	9	65	78.5451	13	234	0.055555556	5.5555556	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	AP024261.1	9	67	78.1874	14	234	0.05982906	5.982906	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	AP024246.1	9	66	78.1874	14	234	0.05982906	5.982906	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	CP085946.1	9	58	78.1874	14	234	0.05982906	5.982906	Not_Same_Cluster	Different_Contig	No
AP026368.1	143	28	AP022607.1	U	44	73.8693	54	234	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	No
BX649209.1	178	28	BX649209.1	28	178	100	211	348	0.606321839	60.6321839	28	Same_Contig	No
BX649209.1	178	28	CP085201.1	28	174	99.6732	166	348	0.477011494	47.7011494	28	Different_Contig	No
BX649209.1	178	28	CP103312.1	28	176	99.5732	126	348	0.362068966	36.2068966	28	Different_Contig	No
BX649209.1	178	28	AP017625.1	28	179	99.2059	133	348	0.382183908	38.2183908	28	Different_Contig	No
BX649209.1	178	28	AP026368.1	28	143	99.0806	115	348	0.33045977	33.045977	28	Different_Contig	No
BX649209.1	178	28	EU271968.1	28	112	98.8867	165	348	0.474137931	47.4137931	28	Different_Contig	No
BX649209.1	178	28	CP083742.1	28	175	98.7057	125	348	0.359195402	35.9195402	28	Different_Contig	No
CP000895.1	123	19	CP000895.1	19	123	100	46	46	1	100	19	Same_Contig	No
CP000895.1	123	19	CP085920.1	19	236	99.9289	45	46	0.97826087	97.826087	19	Different_Contig	No
CP000895.1	123	19	CP034180.1	19	182	99.8902	30	46	0.652173913	65.2173913	19	Different_Contig	No
CP000895.1	123	19	CU458745.1	19	214	99.8358	46	46	1	100	19	Different_Contig	No
CP000895.1	123	19	CP065270.1	5	225	90.4708	20	46	0.434782609	43.4782609	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP065281.1	5	231	89.827	20	46	0.434782609	43.4782609	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP063322.1	U	216	88.6115	24	46	0.52173913	52.173913	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP004375.1	31	240	84.3313	12	46	0.260869565	26.0869565	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP122998.1	U	274	84.0298	12	46	0.260869565	26.0869565	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP103314.1	U	286	83.5549	8	46	0.173913043	17.3913043	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP079873.1	U	166	83.5262	11	46	0.239130435	23.9130435	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP079866.1	U	167	80.7832	13	46	0.282608696	28.2608696	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP003054.1	U	284	78.5615	19	46	0.413043478	41.3043478	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	AP025525.1	1	154	74.0536	13	46	0.282608696	28.2608696	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	AP022611.1	U	307	74.05	13	46	0.282608696	28.2608696	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP003079.1	U	161	73.977	10	46	0.217391304	21.7391304	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	AP022607.1	U	44	73.6345	16	46	0.347826087	34.7826087	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP012886.2	U	83	73.6149	11	46	0.239130435	23.9130435	Not_Same_Cluster	Different_Contig	No
CP000895.1	123	19	CP023152.1	25	89	73.5492	10	46	0.217391304	21.7391304	Not_Same_Cluster	Different_Contig	No
CP002386.1	298	U	CP002386.1	U	298	100	415	423	0.98108747	98.108747	Unclustered	Same_Contig	Yes
CP002386.1	298	U	AP022571.1	U	322	89.8517	141	423	0.333333333	33.3333333	Unclustered	Different_Contig	Yes
CP002386.1	298	U	CP032156.1	U	158	87.3496	100	423	0.236406619	23.6406619	Unclustered	Different_Contig	Yes
CP002386.1	298	U	CP063322.1	U	216	81.755	17	423	0.040189125	4.0189125	Unclustered	Different_Contig	Yes
CP002386.1	298	U	CP003054.1	U	284	77.8742	135	423	0.319148936	31.9148936	Unclustered	Different_Contig	Yes
CP002386.1	298	U	AP024252.1	18	131	75.0101	10	423	0.023640662	2.3640662	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP023150.1	18	59	74.856	11	423	0.026004728	2.6004728	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP040246.1	18	22	74.8559	11	423	0.026004728	2.6004728	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP059001.1	18	16	74.8559	11	423	0.026004728	2.6004728	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	AP023364.1	30	349	74.7003	10	423	0.023640662	2.3640662	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP040248.1	18	21	74.5677	10	423	0.023640662	2.3640662	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP122999.1	U	274	74.1699	7	423	0.016548463	1.6548463	Unclustered	Different_Contig	Yes
CP002386.1	298	U	AP022607.1	U	44	74.088	107	423	0.252955083	25.2955083	Unclustered	Different_Contig	Yes
CP002386.1	298	U	CP045967.1	23	90	74.0011	9	423	0.021276596	2.1276596	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP016643.1	8	157	73.5878	11	423	0.026004728	2.6004728	Not_Same_Cluster	Different_Contig	Yes
CP002386.1	298	U	CP079879.1	U	166	73.4469	1	423	0.002364066	0.2364066	Unclustered	Different_Contig	Yes
CP002387.1	298	U	CP002387.1	U	298	100	47	47	1	100	Unclustered	Same_Contig	Yes
CP002387.1	298	U	CP043475.1	U	53	90.4392	18	47	0.382978723	38.2978723	Unclustered	Different_Contig	Yes
CP002387.1	298	U	CP032156.1	U	158	78.5693	11	47	0.234042553	23.4042553	Unclustered	Different_Contig	Yes
CP002387.1	298	U	AP022607.1	U	44	74.8972	11	47	0.234042553	23.4042553	Unclustered	Different_Contig	Yes
CP002387.1	298	U	CP003054.1	U	284	74.5176	13	47	0.276595745	27.6595745	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP003054.1	U	284	100	1128	1230	0.917073171	91.7073171	Unclustered	Same_Contig	Yes
CP003054.1	284	U	AP022611.1	U	307	84.5512	187	1230	0.15203252	15.203252	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP079866.1	U	167	83.6532	21	1230	0.017073171	1.7073171	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP063322.1	U	216	83.5954	25	1230	0.020325203	2.0325203	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP043475.1	U	53	81.751	22	1230	0.017886179	1.7886179	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP045327.1	U	168	81.4336	120	1230	0.097560976	9.7560976	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP079879.1	U	166	81.3649	3	1230	0.002439024	0.2439024	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP032156.1	U	158	80.9472	155	1230	0.12601626	12.601626	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP065270.1	5	225	80.6028	23	1230	0.018699187	1.8699187	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP022623.1	31	206	80.3766	17	1230	0.013821138	1.3821138	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP022602.1	U	51	80.3536	188	1230	0.152845528	15.2845528	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP079874.1	U	166	80.1397	20	1230	0.016260163	1.6260163	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP092428.2	U	326	80.0126	195	1230	0.158536585	15.8536585	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP065281.1	5	231	79.9555	26	1230	0.021138211	2.1138211	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP092363.2	U	286	79.4592	127	1230	0.103252033	10.3252033	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP103313.1	U	326	78.7861	39	1230	0.031707317	3.1707317	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP103314.1	U	286	78.6646	13	1230	0.010569106	1.0569106	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP003055.1	U	284	78.5973	131	1230	0.106504065	10.6504065	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP020812.1	U	49	78.5603	84	1230	0.068292683	6.8292683	Unclustered	Different_Contig	Yes
CP003054.1	284	U	AP023364.1	30	349	78.449	12	1230	0.009756098	0.9756098	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP080335.1	U	317	78.1998	20	1230	0.016260163	1.6260163	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP079871.1	U	166	78.057	49	1230	0.039837398	3.9837398	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP000895.1	19	123	77.9935	21	1230	0.017073171	1.7073171	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP002386.1	U	298	77.7859	137	1230	0.111382114	11.1382114	Unclustered	Different_Contig	Yes
CP003054.1	284	U	AP022580.1	U	277	77.7026	15	1230	0.012195122	1.2195122	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP085920.1	19	236	77.5664	23	1230	0.018699187	1.8699187	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP022592.1	U	273	77.4076	223	1230	0.181300813	18.1300813	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CU458745.1	19	214	77.3681	20	1230	0.016260163	1.6260163	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP079868.1	U	167	76.9981	54	1230	0.043902439	4.3902439	Unclustered	Different_Contig	Yes
CP003054.1	284	U	AP025526.1	U	154	76.9308	20	1230	0.016260163	1.6260163	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP004375.1	31	240	76.6591	76	1230	0.061788618	6.1788618	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP023335.1	30	348	76.616	14	1230	0.011382114	1.1382114	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP023365.1	15	349	76.5251	16	1230	0.01300813	1.300813	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP079876.1	U	166	76.4146	15	1230	0.012195122	1.2195122	Unclustered	Different_Contig	Yes
CP003054.1	284	U	AP023336.1	15	348	76.3512	15	1230	0.012195122	1.2195122	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP081005.1	U	160	76.2971	86	1230	0.069918699	6.9918699	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP084596.1	23	91	76.2263	12	1230	0.009756098	0.9756098	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP079877.1	U	166	76.2255	4	1230	0.003252033	0.3252033	Unclustered	Different_Contig	Yes
CP003054.1	284	U	AP022571.1	U	322	76.2222	119	1230	0.096747967	9.6747967	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP070974.1	U	52	76.2159	102	1230	0.082926829	8.2926829	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP084590.1	23	92	76.0265	13	1230	0.010569106	1.0569106	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	LT703508.1	23	93	76.0265	13	1230	0.010569106	1.0569106	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP020811.1	U	49	75.9082	88	1230	0.071544715	7.1544715	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP045326.1	U	168	75.8836	52	1230	0.042276423	4.2276423	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP045967.1	23	90	75.8485	12	1230	0.009756098	0.9756098	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP092425.2	23	105	75.8359	14	1230	0.011382114	1.1382114	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP015276.1	23	86	75.8359	14	1230	0.011382114	1.1382114	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP040253.1	17	23	75.8049	21	1230	0.017073171	1.7073171	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP024261.1	9	67	75.8042	14	1230	0.011382114	1.1382114	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP016642.1	U	157	75.7569	15	1230	0.012195122	1.2195122	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP079870.1	10	166	75.7486	55	1230	0.044715447	4.4715447	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP081676.1	U	291	75.736	16	1230	0.01300813	1.300813	Unclustered	Different_Contig	Yes
CP003054.1	284	U	AP025525.1	1	154	75.7055	184	1230	0.149593496	14.9593496	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP024242.1	9	64	75.6777	15	1230	0.012195122	1.2195122	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP024249.1	9	65	75.6747	15	1230	0.012195122	1.2195122	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP085946.1	9	58	75.6531	15	1230	0.012195122	1.2195122	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP040249.1	17	21	75.5972	24	1230	0.019512195	1.9512195	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP059000.1	25	16	75.5824	82	1230	0.066666667	6.6666667	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP040245.1	17	22	75.5777	23	1230	0.018699187	1.8699187	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP024246.1	9	66	75.5082	15	1230	0.012195122	1.2195122	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP012556.1	25	25	75.4818	99	1230	0.080487805	8.0487805	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	AP024263.1	9	68	75.418	17	1230	0.013821138	1.3821138	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP025547.1	U	130	75.4088	137	1230	0.111382114	11.1382114	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP076859.1	25	17	75.4081	97	1230	0.078861789	7.8861789	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP040252.1	2	23	75.3422	20	1230	0.016260163	1.6260163	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP020813.1	U	49	75.283	36	1230	0.029268293	2.9268293	Unclustered	Different_Contig	Yes
CP003054.1	284	U	CP079875.1	U	166	75.2558	6	1230	0.004878049	0.4878049	Unclustered	Different_Contig	Yes
CP003054.1	284	U	JQ657805.1	1	98	75.2156	64	1230	0.05203252	5.203252	Not_Same_Cluster	Different_Contig	Yes
CP003054.1	284	U	CP083742.1	28	175	75.212	43	1230	0.03495935	3.495935	Not_Same_Cluster	Different_Contig	Yes
